王妃|おうひ|queen
角材|かくざい|squared timber; rectangular lumber
角錐|かくすい|pyramid
角すい|かくすい|pyramid
角速度|かくそくど|angular velocity
角笛|つのぶえ|horn; hunting horn
角度|かくど|angle
角皮|かくひ|cuticle
角帽|かくぼう|mortarboard; trencher
角帽|かくぼう|(square) academic cap formerly worn by Japanese university students
角膜|かくまく|cornea
角立てる|かどだてる|to be sharp; to be pointed
較優位論|かくゆういろん|theory of comparative advantage
郭公|かっこう|common cuckoo (Cuculus canorus)
カッコウ||common cuckoo (Cuculus canorus)
カッコー||common cuckoo (Cuculus canorus)
閣下|かっか|your Excellency; his Excellency; her Excellency
閣外|かくがい|outside the Cabinet
閣議|かくぎ|cabinet meeting
閣僚|かくりょう|cabinet ministers
閣僚レベル|かくりょうレベル|cabinet-level
隔たり|へだたり|distance; interval; gap; difference; estrangement
隔たる|へだたる|to be distant
距たる|へだたる|to be distant
隔て|へだて|partition; distinction
隔てる|へだてる|to separate (by distance, time, etc.); to isolate; to partition; to divide
隔てる|へだてる|to interpose; to have between
隔てる|へだてる|to alienate; to estrange
距てる|へだてる|to separate (by distance, time, etc.); to isolate; to partition; to divide
距てる|へだてる|to interpose; to have between
距てる|へだてる|to alienate; to estrange
隔靴掻痒|かっかそうよう|being frustrated because something is not quite as hoped (just as one cannot scratch an itch from outside a shoe); having an itch that one cannot scratch
隔月|かくげつ|every second month; every other month
隔絶|かくぜつ|isolation; separation; remoteness; seclusion; reclusion; inaccessibility; sequestration
隔日|かくじつ|every other day
隔年|かくねん|biennially; every second year; every other year
隔壁|かくへき|barrier wall; bulkhead; partition; septum; diaphragm
隔膜|かくまく|partition; diaphragm
隔離|かくり|isolation; segregation; separation; quarantine
革靴|かわぐつ|leather shoes; leather boots
皮靴|かわぐつ|leather shoes; leather boots
革沓|かわぐつ|leather shoes; leather boots
革新|かくしん|reform; innovation
革新系|かくしんけい|liberal
革新的|かくしんてき|innovative
革新的|かくしんてき|liberal; reformist; progressive
革命|かくめい|revolution
革命|かくめい|58th year of the sexagenary cycle (in Onmyōdō)
革命運動|かくめいうんどう|revolutionary movement
革命的|かくめいてき|revolutionary (e.g. technology)
学ぶ|まなぶ|to study (in depth); to learn; to take lessons in
學ぶ|まなぶ|to study (in depth); to learn; to take lessons in
学位|がくい|(university) degree; (academic) degree
学位論文|がくいろんぶん|thesis; dissertation
学院|がくいん|institute; academy
学園|がくえん|educational institution; school; academy; campus
学園祭|がくえんさい|school festival; campus festival
学科|がっか|study subject; course of study
学科|がっか|department (university, etc.)
学課|がっか|lesson; school work
学会|がっかい|scientific society; academic meeting; academic conference
学界|がっかい|academic world; academia; academic circles; scientific world; learned circles
学割|がくわり|student discount
学割り|がくわり|student discount
学監|がっかん|dean
学期|がっき|school term; semester
学期末|がっきまつ|end of term; end of semester
学究|がっきゅう|scholar; student
学級|がっきゅう|(school) class
学協会|がくきょうかい|study society; academic society
学業|がくぎょう|studies; schoolwork; classwork
学区|がっく|school district; school area
学芸|がくげい|arts and sciences; liberal arts
学校|がっこう|school
學校|がっこう|school
学祭|がくさい|school festival
学際的|がくさいてき|interdisciplinary
学士|がくし|university graduate; bachelor
学士|がくし|bachelor's degree
学資|がくし|school expenses; education fund
学識|がくしき|scholarship; scientific attainments
学舎|がくしゃ|school (building)
学者|がくしゃ|scholar
学者肌|がくしゃはだ|scholarly bent of mind
学者膚|がくしゃはだ|scholarly bent of mind
学習|がくしゅう|study; learning; tutorial
学習者|がくしゅうしゃ|learner; student; scholar
学習塾|がくしゅうじゅく|private night-school; tutoring school (math, English, etc.)
学習用|がくしゅうよう|study (e.g. material); learning; for studying
学術|がくじゅつ|science; learning; scholarship; arts and sciences; academic pursuits
学術用語|がくじゅつようご|technical term
学殖|がくしょく|scholarship; learning; knowledge
学生|がくせい|student (esp. a university student)
学生時代|がくせいじだい|student days
学生証|がくせいしょう|student card
学生寮|がくせいりょう|student accommodation; student dormitory
学籍|がくせき|school register
学説|がくせつ|theory
学僧|がくそう|learned priest pursuing his studies
学則|がくそく|school regulations
学卒|がくそつ|college graduate
学長|がくちょう|university president
学徒|がくと|student; follower; students and pupils
学童|がくどう|school child; pupil
学内|がくない|within the school
学年|がくねん|academic year; school year
学年|がくねん|year in school; grade in school
学派|がくは|school; sect
学閥|がくばつ|alma mater clique; old school tie
学費|がくひ|tuition; school expenses
学府|がくふ|educational institution; academic centre; academic center
学部|がくぶ|department of a university
学部|がくぶ|undergraduate (course, program, etc.)
学部生|がくぶせい|undergraduate
学部長|がくぶちょう|dean
学帽|がくぼう|school cap
学名|がくめい|scientific name; technical name; binomial name; Latin name
学問|がくもん|scholarship; study; learning
学問|がくもん|discipline; branch of learning; (a) science
学問的|がくもんてき|scholarly
学友|がくゆう|school friend
学理|がくり|scholarly principle; scientific principle
学寮|がくりょう|student hostel; dormitory (e.g. for factory workers)
学力|がくりょく|scholarly ability; scholarship; knowledge; literary ability
学齢|がくれい|school age
学歴|がくれき|academic background
岳|たけ|peak
岳|たけ|mountain
岳|だけ|peak
岳|だけ|mountain
嶽|たけ|peak
嶽|たけ|mountain
嶽|だけ|peak
嶽|だけ|mountain
岳父|がくふ|(man's) father-in-law; father of one's wife
楽|らく|comfort; ease
楽|らく|raku pottery
楽しい|たのしい|enjoyable; fun
愉しい|たのしい|enjoyable; fun
娯しい|たのしい|enjoyable; fun
楽しみ|たのしみ|enjoyment; pleasure; diversion; amusement; hobby
楽しみ|たのしみ|anticipation; looking forward to
愉しみ|たのしみ|enjoyment; pleasure; diversion; amusement; hobby
愉しみ|たのしみ|anticipation; looking forward to
楽しみにする|たのしみにする|to look forward to something
楽しむ|たのしむ|to enjoy (oneself)
愉しむ|たのしむ|to enjoy (oneself)
楽む|たのしむ|to enjoy (oneself)
楽員|がくいん|bandsman
楽園|らくえん|pleasure garden; paradise
楽屋|がくや|dressing room; green room; backstage
楽屋|がくや|behind the scenes; the inside; inside affairs
楽観|らっかん|optimism
楽観的|らっかんてき|optimistic; hopeful
楽観論|らっかんろん|optimism
楽器|がっき|musical instrument
楽器演奏者|がっきえんそうしゃ|(musical) instrumentalist
楽曲|がっきょく|musical composition; tune
楽劇|がくげき|musical play; opera
楽士|がくし|musician; bandsman
楽勝|らくしょう|easy victory
楽章|がくしょう|(musical) movement
楽想|がくそう|melodic subject; theme; motif
楽隊|がくたい|band; orchestra
楽団|がくだん|orchestra; band
楽天|らくてん|optimism
楽天家|らくてんか|optimist; easy-going person
楽天主義|らくてんしゅぎ|optimism
楽天主義者|らくてんしゅぎしゃ|optimist
楽天的|らくてんてき|optimistic
楽譜|がくふ|score; sheet music
額|がく|picture (framed)
額|がく|amount or sum (of money)
額|ひたい|forehead; brow
額が少ない|がくがすくない|insufficient (money, etc.)
額縁|がくぶち|frame (e.g. picture frame, decorative door frame, etc.)
額ぶち|がくぶち|frame (e.g. picture frame, decorative door frame, etc.)
額面|がくめん|face value; par
額面割れ|がくめんわれ|drop below par
顎|あご|chin; jaw
顎|がく|chin; jaw
頤|あご|chin; jaw
腮|あご|chin; jaw
顋|あご|chin; jaw
齶|あご|chin; jaw
腭|あご|chin; jaw
腭|がく|chin; jaw
アゴ||chin; jaw
掛かり|かかり|starting; engaging
掛かり|かかり|expenses; costs
掛かり|かかり|attack (esp. a corner approach in the game of go)
掛かり|かかり|barb
掛かり|かかり|charge; duty; person in charge; official; clerk
懸かり|かかり|starting; engaging
懸かり|かかり|expenses; costs
懸かり|かかり|attack (esp. a corner approach in the game of go)
懸かり|かかり|barb
掛り|かかり|starting; engaging
掛り|かかり|expenses; costs
掛り|かかり|attack (esp. a corner approach in the game of go)
掛り|かかり|barb
掛り|かかり|charge; duty; person in charge; official; clerk
懸り|かかり|starting; engaging
懸り|かかり|expenses; costs
懸り|かかり|attack (esp. a corner approach in the game of go)
懸り|かかり|barb
掛かり合う|かかりあう|to have dealings with; to be involved in
かかり合う|かかりあう|to have dealings with; to be involved in
掛かる|かかる|to take (a resource, e.g. time or money)
掛かる|かかる|to hang
掛かる|かかる|to come into view; to arrive
掛かる|かかる|to come under (a contract, a tax)
掛かる|かかる|to start (engines, motors)
掛かる|かかる|to attend; to deal with; to handle
