卵泡立て器|たまごあわだてき|egg beater
涅槃|ねはん|Nirvana; supreme enlightenment
涅槃|ねはん|death; death of Buddha
涵養|かんよう|cultivation (esp. character, virtue, moral sentiment); fostering; training
涵養|かんよう|penetration (e.g. surface water into an aquifer); recharging (of groundwater)
かん養|かんよう|cultivation (esp. character, virtue, moral sentiment); fostering; training
かん養|かんよう|penetration (e.g. surface water into an aquifer); recharging (of groundwater)
涸れる|かれる|to dry up (spring, pond, etc.); to run out
渾然|こんぜん|whole; entire; harmonious; well-rounded
混然|こんぜん|whole; entire; harmonious; well-rounded
游魚|ゆうぎょ|fish swimming about in water
滓|かす|dregs; sediment; grounds; meal
滓|かす|lees (esp. sake)
滓|かす|leftovers; by-product
滓|かす|worthless item; thing of little to no value
滓|かす|dregs (e.g. of society); scum; dross
滓|かす|card only worth 1 point (in hanafuda)
粕|かす|dregs; sediment; grounds; meal
粕|かす|lees (esp. sake)
粕|かす|leftovers; by-product
粕|かす|worthless item; thing of little to no value
粕|かす|dregs (e.g. of society); scum; dross
粕|かす|card only worth 1 point (in hanafuda)
糟|かす|dregs; sediment; grounds; meal
糟|かす|lees (esp. sake)
糟|かす|leftovers; by-product
糟|かす|worthless item; thing of little to no value
糟|かす|dregs (e.g. of society); scum; dross
糟|かす|card only worth 1 point (in hanafuda)
カス||dregs; sediment; grounds; meal
カス||lees (esp. sake)
カス||leftovers; by-product
カス||worthless item; thing of little to no value
カス||dregs (e.g. of society); scum; dross
カス||card only worth 1 point (in hanafuda)
漿液|しょうえき|juice; sap; blood serum
しょう液|しょうえき|juice; sap; blood serum
滲む|にじむ|to run (of liquid); to spread
滲む|にじむ|to blur; to blot; to be blurred
滲む|にじむ|to ooze; to well up (of tears, etc.)
滲む|にじむ|to show through (of feelings, emotions, etc.); to reveal itself
漲る|みなぎる|to be full to the brim; to overflow; to swell (e.g. river full of water)
漲る|みなぎる|to be filled with (emotion, e.g. energy, passion, ardor); to be (brim) full of; to pervade (e.g. atmosphere with emotion)
潜心|せんしん|meditation
潛心|せんしん|meditation
潛心力|せんしんりょく|potential power
瀑布|ばくふ|waterfall; cataract; cascade
濾過|ろか|filtration; filtering; percolation
ろ過|ろか|filtration; filtering; percolation
濾紙|ろし|filter paper
ろ紙|ろし|filter paper
瀟洒|しょうしゃ|stylish; smart; elegant; chic; refined; trim; neat
瀟灑|しょうしゃ|stylish; smart; elegant; chic; refined; trim; neat
あぶり出し|あぶりだし|invisible writing revealed by applying heat; writing done in invisible ink
炙り出し|あぶりだし|invisible writing revealed by applying heat; writing done in invisible ink
焙り出し|あぶりだし|invisible writing revealed by applying heat; writing done in invisible ink
あぶり出す|あぶりだす|to bring into the open; to reveal; to uncover (e.g. evidence); to bring to light
炙り出す|あぶりだす|to bring into the open; to reveal; to uncover (e.g. evidence); to bring to light
焙り出す|あぶりだす|to bring into the open; to reveal; to uncover (e.g. evidence); to bring to light
炙る|あぶる|to warm (e.g. one's hands over a fire); to dry
炙る|あぶる|to scorch; to broil; to toast; to grill
焙る|あぶる|to warm (e.g. one's hands over a fire); to dry
焙る|あぶる|to scorch; to broil; to toast; to grill
炒める|いためる|to fry; to saute; to stir-fry
煠める|いためる|to fry; to saute; to stir-fry
炒め物|いためもの|stir-fry; fried food (cooked in wok, frying pan, etc.)
炒り子|いりこ|small dried sardine
熬り子|いりこ|small dried sardine
煎り子|いりこ|small dried sardine
炒子|いりこ|small dried sardine
炒飯|チャーハン|Chinese-style fried rice
炒飯|ちゃあはん|Chinese-style fried rice
炬火|きょか|pine torch; torchlight; firebrand
炬火|きょか|bonfire
炬火|こか|pine torch; torchlight; firebrand
炬火|こか|bonfire
炸薬|さくやく|explosives
さく薬|さくやく|explosives
炸裂|さくれつ|explosion; bursting
さく裂|さくれつ|explosion; bursting
炸れつ|さくれつ|explosion; bursting
烙印|らくいん|brand; mark
焜炉|こんろ|cooking stove; burner (gas, electric, etc.); range; cooktop; hob
コンロ||cooking stove; burner (gas, electric, etc.); range; cooktop; hob
焙烙|ほうろく|earthenware baking pan; parching pan
炮烙|ほうろく|earthenware baking pan; parching pan
煌々|こうこう|brilliant; dazzling; light; bright
煌煌|こうこう|brilliant; dazzling; light; bright
晃々|こうこう|brilliant; dazzling; light; bright
晃晃|こうこう|brilliant; dazzling; light; bright
煌めき|きらめき|glitter; glimmer; sparkle; twinkle
キラメキ||glitter; glimmer; sparkle; twinkle
燻し|いぶし|smoking (of meat); fumigation; oxidation (of metal)
燻らす|くゆらす|to smoke (e.g. pipe); to puff (cigarette)
薫らす|くゆらす|to smoke (e.g. pipe); to puff (cigarette)
燻蒸|くんじょう|fumigation; smoking (out)
熏蒸|くんじょう|fumigation; smoking (out)
薫蒸|くんじょう|fumigation; smoking (out)
くん蒸|くんじょう|fumigation; smoking (out)
熨斗|のし|long thin strip of dried sea-ear or paper attached to a gift
熨斗|ぬし|long thin strip of dried sea-ear or paper attached to a gift
熨|のし|long thin strip of dried sea-ear or paper attached to a gift
熨|ぬし|long thin strip of dried sea-ear or paper attached to a gift
のしを付ける|のしをつける|to make a gift of
熨斗を付ける|のしをつける|to make a gift of
のし紙|のしがみ|wrapping paper for a present; gift wrapping paper; wrapping paper with a noshi decoration printed on it
熨斗紙|のしがみ|wrapping paper for a present; gift wrapping paper; wrapping paper with a noshi decoration printed on it
のし袋|のしぶくろ|paper bag for putting a present in
熨斗袋|のしぶくろ|paper bag for putting a present in
熾す|おこす|to build (a fire); to make; to start; to light
熾烈|しれつ|fierce; violent; severe
熾烈|しれつ|ferocity; violence; severity
熾烈|しきれつ|fierce; violent; severe
熾烈|しきれつ|ferocity; violence; severity
し烈|しれつ|fierce; violent; severe
し烈|しれつ|ferocity; violence; severity
し烈|しきれつ|fierce; violent; severe
し烈|しきれつ|ferocity; violence; severity
燠|おき|embers; live charcoal
熾|おき|embers; live charcoal
熾火|おきび|glowing ember (either red hot charcoal or the glowing remains of burnt firewood); live charcoal
おき火|おきび|glowing ember (either red hot charcoal or the glowing remains of burnt firewood); live charcoal
燠火|おきび|glowing ember (either red hot charcoal or the glowing remains of burnt firewood); live charcoal
爛らかす|ただらかす|to cause to be inflamed
爛れる|ただれる|to be sore; to be inflamed; to be bleary; to fester
爛れる|ただれる|to be dissipated; to be dissolute; to indulge in
爛死|らんし|burning to death
爛熟|らんじゅく|overripeness; full maturity (of); overmaturity
爛漫|らんまん|glorious; luxuriant; splendid; in full bloom; in full glory
爛熳|らんまん|glorious; luxuriant; splendid; in full bloom; in full glory
爬虫|はちゅう|reptile
爬虫類|はちゅうるい|reptiles
は虫類|はちゅうるい|reptiles
狆|ちん|Japanese spaniel; Pekinese; chin
チン||Japanese spaniel; Pekinese; chin
狡い|ずるい|sly; cunning; dishonest; sneaky; crafty; unfair
狡い|ずるい|miserly
狡い|こすい|sly; cunning; dishonest; sneaky; crafty; unfair
狡い|こすい|miserly
狡知|こうち|craft; cunning
狡智|こうち|craft; cunning
狡猾|こうかつ|sly; cunning; crafty
猊下|げいか|your highness; your grace; your eminence
猊美渓|げいびけい|Geibi Gorge (Higashiyama-cho, Iwate-ken)
猜疑|さいぎ|suspicion; jealousy
猜疑心|さいぎしん|suspicion (of others); jealousy
猩紅熱|しょうこうねつ|scarlet fever
猥シャツ|わいシャツ|obscene shirt (pun)
猥雑|わいざつ|confusion; disorder
猥談|わいだん|indecent talk
わい談|わいだん|indecent talk
猥本|わいほん|pornography; obscene book
猥褻|わいせつ|obscenity
ワイセツ||obscenity
玳瑁|たいまい|hawksbill turtle (Eretmochelys imbricata)
タイマイ||hawksbill turtle (Eretmochelys imbricata)
玻璃|はり|quartz
玻璃|はり|glass
頗梨|はり|quartz
頗梨|はり|glass
琥珀|こはく|amber
琥珀色|こはくいろ|amber (colour, color)
琺瑯|ほうろう|enamel; enamelled metalware (sinks, pots, etc.)
ホーロー||enamel; enamelled metalware (sinks, pots, etc.)
ホウロウ||enamel; enamelled metalware (sinks, pots, etc.)
瑕疵|かし|flaw; defect; blemish
瑣末|さまつ|trivial; trifling
些末|さまつ|trivial; trifling
瑪瑙|めのう|agate
碼碯|めのう|agate
甦|よみがえ|resurrection
疥癬|かいせん|scabies; sarcoptic mange; the itch
疣|いぼ|wart
疼く|うずく|to throb; to ache
疼痛|とうつう|pain
疱疹|ほうしん|herpes; blister
疱瘡|ほうそう|smallpox; variola
疱瘡|ほうそう|pockmark; pock
疱瘡|いもがさ|smallpox; variola
疱瘡|いもがさ|pockmark; pock
疱瘡|いもかさ|smallpox; variola
疱瘡|いもかさ|pockmark; pock
痒い|かゆい|itchy
痒い|かいい|itchy
攣る|つる|to cramp; to be cramped; to contract
痙る|つる|to cramp; to be cramped; to contract
痙攣|けいれん|convulsion; cramp; spasm; twitch; fit
痰|たん|phlegm; sputum
痺れ|しびれ|numbness; limbs going to sleep
痺れる|しびれる|to become numb; to go to sleep (e.g. a limb)
痺れる|しびれる|to be excited; to be titillated; to be mesmerized
痺れ感|しびれかん|numbness
しびれ感|しびれかん|numbness
淋病|りんびょう|gonorrhea; gonorrhoea
痳病|りんびょう|gonorrhea; gonorrhoea
瘋癲|ふうてん|insanity; insane person
瘋癲|ふうてん|vagabond; wanderer
フーテン||vagabond; wanderer
瘤|こぶ|bump; lump; protuberance; swelling
癇癖|かんぺき|short temper
癇癪|かんしゃく|passion; temper; irritability
疳癪|かんしゃく|passion; temper; irritability
癩病|らいびょう|Hansen's disease; leprosy
らい病|らいびょう|Hansen's disease; leprosy
癩病患者|らいびょうかんじゃ|leper
癪|しゃく|cause of offense; cause of offence; annoyance; peeve
癪|しゃく|spasms; convulsions; cramps
癲癇|てんかん|epilepsy; epileptic fit
皺|しわ|wrinkle; crease
皺|しわ|ripple
皴|しわ|wrinkle; crease
皴|しわ|ripple
皺くちゃ|しわくちゃ|crumpled; wrinkled
皺苦茶|しわくちゃ|crumpled; wrinkled
たらい回し|たらいまわし|acrobatic barrel-rolling (performed using the feet while lying on the back)
たらい回し|たらいまわし|handing something around (within a fixed group of people in a pre-arranged order)
たらい回し|たらいまわし|handing off a problem to someone else (in order to evade responsibility)
盥回し|たらいまわし|acrobatic barrel-rolling (performed using the feet while lying on the back)
盥回し|たらいまわし|handing something around (within a fixed group of people in a pre-arranged order)
盥回し|たらいまわし|handing off a problem to someone else (in order to evade responsibility)
眩い|まぶい|cute; pretty
眩しい|まぶしい|dazzling; radiant
眩しい|まぼしい|dazzling; radiant
眩惑|げんわく|dazzling; blinding
目眩|めまい|dizziness; giddiness; vertigo
眩暈|めまい|dizziness; giddiness; vertigo
眩暈|げんうん|dizziness; giddiness; vertigo
目まい|めまい|dizziness; giddiness; vertigo
目眩い|めまい|dizziness; giddiness; vertigo
眷属|けんぞく|(one's) family; dependents; household
眷属|けんぞく|follower; retainer; underling
眷族|けんぞく|(one's) family; dependents; household
眷族|けんぞく|follower; retainer; underling
眸子|ぼうし|eye; pupil
睨み合う|にらみあう|to glare at each other
睨みあう|にらみあう|to glare at each other
睨み合わせる|にらみあわせる|to weigh one thing against the other; to act in consideration of; to compare and take into consideration
睨み合せる|にらみあわせる|to weigh one thing against the other; to act in consideration of; to compare and take into consideration
睨みあわせる|にらみあわせる|to weigh one thing against the other; to act in consideration of; to compare and take into consideration
睨みつける|にらみつける|to glare at; to scowl at
睨み付ける|にらみつける|to glare at; to scowl at
にらみ付ける|にらみつける|to glare at; to scowl at
睨む|にらむ|to glare at; to scowl at; to glower at
睨む|にらむ|to stare intensely at; to examine carefully
